id,name,type,amount,min_purchase,expires,enabled,code,applies_to,num_uses,max_uses,max_uses_per_customer,restricted_to,shipping_methods,date_created
9862,€3.00 OFF Your Order - €3 OFF740c9518dee6,per_total_discount,3.0000,0.0000,,1,€3 OFF740c9518dee6,"{""entity"":""categories"",""ids"":[0]}",1,1,0,[],,"Tue, 16 Jul 2019 15:04:44 +0000"
9863,In House Free Delivery,per_total_discount,2.9900,0.0000,,1,FSHIP1,"{""entity"":""categories"",""ids"":[0]}",22,0,0,[],,"Tue, 16 Jul 2019 15:14:35 +0000"
9864,10% OFF Retail Me Not,percentage_discount,10.0000,0.0000,,1,RTM10,"{""entity"":""categories"",""ids"":[0]}",772,0,1,[],,"Tue, 16 Jul 2019 15:14:35 +0000"
9865,15% Off Win Win Customers,percentage_discount,15.0000,0.0000,,1,WINWIN15,"{""entity"":""categories"",""ids"":[0]}",1,0,1,[],,"Tue, 16 Jul 2019 15:14:36 +0000"
9866,Social Media Ad - 2020,percentage_discount,15.0000,0.0000,"Mon, 30 Nov 2020 23:00:00 +0000",,BLACK,"{""entity"":""categories"",""ids"":[0]}",17,0,0,[],,"Tue, 16 Jul 2019 15:14:36 +0000"
9867,â‚¬10 OFF Coupon - df448c482139,per_total_discount,10.0000,0.0000,,1,df448c482139,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:14:37 +0000"
9868,Google Adwords Promo Code,percentage_discount,10.0000,0.0000,"Tue, 29 Jun 2021 23:00:00 +0000",1,IRISH10,"{""entity"":""categories"",""ids"":[0]}",50,0,0,[],,"Tue, 16 Jul 2019 15:14:37 +0000"
9869,â‚¬3 OFF Coupon - â‚¬3_OFF_b44c5f150953,per_total_discount,3.0000,0.0000,,1,â‚¬3_OFF_b44c5f150953,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:14:38 +0000"
9870,â‚¬25 OFF Coupon - d7bb71d29e72,per_total_discount,25.0000,0.0000,,1,d7bb71d29e72,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:14:38 +0000"
9871,â‚¬3 OFF Coupon - â‚¬3_OFF_c173e59f8b09,per_total_discount,3.0000,0.0000,,1,â‚¬3_OFF_c173e59f8b09,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:14:39 +0000"
9872,â‚¬10 OFF Coupon - 003f410ad36c,per_total_discount,10.0000,0.0000,,1,003f410ad36c,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:14:39 +0000"
9873,â‚¬3 OFF Coupon - â‚¬3_OFF_f29ec429bd58,per_total_discount,3.0000,0.0000,,1,â‚¬3_OFF_f29ec429bd58,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:14:40 +0000"
9874,â‚¬10 OFF Coupon - b24b4e95c36e,per_total_discount,10.0000,0.0000,,1,b24b4e95c36e,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:14:41 +0000"
9875,â‚¬10 OFF Coupon - 4ac69fc639c0,per_total_discount,10.0000,0.0000,,1,4ac69fc639c0,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:14:41 +0000"
9876,â‚¬3 OFF Coupon - â‚¬3_OFF_9083ff2a3ee3,per_total_discount,3.0000,0.0000,,1,â‚¬3_OFF_9083ff2a3ee3,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:14:42 +0000"
9877,â‚¬10 OFF Coupon - 35f7c0df0a2b,per_total_discount,10.0000,0.0000,,1,35f7c0df0a2b,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:14:42 +0000"
9878,â‚¬10 OFF Coupon - 4fde4aebfdd9,per_total_discount,10.0000,0.0000,,1,4fde4aebfdd9,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:14:43 +0000"
9879,â‚¬25 OFF Coupon - 39be5dfd86a3,per_total_discount,25.0000,0.0000,,1,39be5dfd86a3,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:14:43 +0000"
9880,â‚¬10 OFF Coupon - 3e26754325f5,per_total_discount,10.0000,0.0000,,1,3e26754325f5,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:14:44 +0000"
9881,â‚¬25 OFF Coupon - 0f360d73cec3,per_total_discount,25.0000,0.0000,,1,0f360d73cec3,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:14:44 +0000"
9882,10% OFF - Liberty Insurance,percentage_discount,10.0000,0.0000,,1,LIBERTY,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:14:45 +0000"
9883,â‚¬10 OFF Coupon - 1c85fbc8690b,per_total_discount,10.0000,0.0000,,1,1c85fbc8690b,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:14:45 +0000"
9884,â‚¬3 OFF Coupon - â‚¬3_OFF_c71c0b90f54f,per_total_discount,3.0000,0.0000,,1,â‚¬3_OFF_c71c0b90f54f,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:14:46 +0000"
9885,FitFlop SALE Extra 10%,percentage_discount,10.0000,0.0000,,1,SUNSHINE10,"{""entity"":""categories"",""ids"":[0,15]}",0,0,1,[],,"Tue, 16 Jul 2019 15:14:47 +0000"
9886,â‚¬10 OFF Coupon - ed8ee82d605b,per_total_discount,10.0000,0.0000,,1,ed8ee82d605b,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:14:47 +0000"
9887,â‚¬3 OFF Coupon - â‚¬3_OFF_b02764b0f146,per_total_discount,3.0000,0.0000,,1,â‚¬3_OFF_b02764b0f146,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:14:48 +0000"
9888,â‚¬25 OFF Coupon - b1d11483ae9c,per_total_discount,25.0000,0.0000,,1,b1d11483ae9c,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:14:48 +0000"
9889,â‚¬25 OFF Coupon - 0644c95d255f,per_total_discount,25.0000,0.0000,,1,0644c95d255f,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:14:49 +0000"
9890,â‚¬3 OFF Coupon - â‚¬3_OFF_78c7b0117ec0,per_total_discount,3.0000,0.0000,,1,â‚¬3_OFF_78c7b0117ec0,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:14:50 +0000"
9891,10% OFF Blog Best Beauty Ever,percentage_discount,10.0000,0.0000,,1,BBE,"{""entity"":""categories"",""ids"":[0]}",1,0,1,[],,"Tue, 16 Jul 2019 15:14:50 +0000"
9892,â‚¬10 OFF Coupon - 032c35c394a4,per_total_discount,10.0000,0.0000,,1,032c35c394a4,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:14:51 +0000"
9893,â‚¬25 OFF Coupon - 1036b704519f,per_total_discount,25.0000,0.0000,,1,1036b704519f,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:14:51 +0000"
9894,â‚¬10 OFF Coupon - 0d05f67790fb,per_total_discount,10.0000,0.0000,,1,0d05f67790fb,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:14:52 +0000"
9895,â‚¬3 OFF Coupon - â‚¬3_OFF_acfc59bd0b97,per_total_discount,3.0000,0.0000,,1,â‚¬3_OFF_acfc59bd0b97,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:14:52 +0000"
9896,â‚¬25 OFF Coupon - cf9f0b49614c,per_total_discount,25.0000,0.0000,,1,cf9f0b49614c,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:14:53 +0000"
9897,â‚¬10 OFF Coupon - eb63eb616238,per_total_discount,10.0000,0.0000,,1,eb63eb616238,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:14:53 +0000"
9898,â‚¬3 OFF Coupon - â‚¬3_OFF_85af48858213,per_total_discount,3.0000,0.0000,,1,â‚¬3_OFF_85af48858213,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:14:54 +0000"
9899,â‚¬10 OFF Coupon - a590b8e518bb,per_total_discount,10.0000,0.0000,,1,a590b8e518bb,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:14:55 +0000"
9900,â‚¬10 OFF Coupon - 404e0758bc49,per_total_discount,10.0000,0.0000,,1,404e0758bc49,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:14:55 +0000"
9901,â‚¬10 OFF Coupon - bf2d71321f7a,per_total_discount,10.0000,0.0000,,1,bf2d71321f7a,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:14:56 +0000"
9902,â‚¬10 OFF Coupon - 1266e50b7cce,per_total_discount,10.0000,0.0000,,1,1266e50b7cce,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:14:56 +0000"
9903,â‚¬10 OFF Coupon - 0a57bbe3a386,per_total_discount,10.0000,0.0000,,1,0a57bbe3a386,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:14:57 +0000"
9904,â‚¬10 OFF Coupon - 80e63a57a8b8,per_total_discount,10.0000,0.0000,,1,80e63a57a8b8,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:14:58 +0000"
9905,10% OFF Moroccanoil,percentage_discount,10.0000,0.0000,,1,MORO,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:14:58 +0000"
9906,â‚¬25 OFF Coupon - b2eb516d26fd,per_total_discount,25.0000,0.0000,,1,b2eb516d26fd,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:14:59 +0000"
9907,â‚¬3 OFF Coupon - â‚¬3_OFF_8e7bde5c6c87,per_total_discount,3.0000,0.0000,,1,â‚¬3_OFF_8e7bde5c6c87,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:14:59 +0000"
9908,â‚¬25 OFF Coupon - 15c3cde367f7,per_total_discount,25.0000,0.0000,,1,15c3cde367f7,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:00 +0000"
9909,â‚¬3 OFF Coupon - â‚¬3_OFF_6423d1257e7d,per_total_discount,3.0000,0.0000,,1,â‚¬3_OFF_6423d1257e7d,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:00 +0000"
9910,â‚¬3 OFF Coupon - â‚¬3_OFF_7ea6fc68c13f,per_total_discount,3.0000,0.0000,,1,â‚¬3_OFF_7ea6fc68c13f,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:01 +0000"
9911,Test,per_total_discount,15.0000,0.0000,,1,DD15,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:02 +0000"
9912,10% OFF One 4 All,percentage_discount,10.0000,0.0000,"Sat, 28 Aug 2021 23:00:00 +0000",1,one4all10,"{""entity"":""categories"",""ids"":[0]}",14,0,1,[],,"Tue, 16 Jul 2019 15:15:02 +0000"
9913,â‚¬25 OFF Coupon - f4526842b362,per_total_discount,25.0000,0.0000,,1,f4526842b362,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:03 +0000"
9914,â‚¬10 OFF Coupon - 9bc17c7a35b6,per_total_discount,10.0000,0.0000,,1,9bc17c7a35b6,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:03 +0000"
9915,â‚¬3 OFF Coupon - â‚¬3_OFF_7dbb4e69f354,per_total_discount,3.0000,0.0000,,1,â‚¬3_OFF_7dbb4e69f354,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:04 +0000"
9916,â‚¬25 OFF Coupon - e3fd4c9a2849,per_total_discount,25.0000,0.0000,,1,e3fd4c9a2849,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:04 +0000"
9917,â‚¬10 OFF Coupon - a28b4c973451,per_total_discount,10.0000,0.0000,,1,a28b4c973451,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:05 +0000"
9918,â‚¬3 OFF Coupon - â‚¬3_OFF_ab219563030e,per_total_discount,3.0000,0.0000,,1,â‚¬3_OFF_ab219563030e,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:05 +0000"
9919,â‚¬10 OFF Coupon - 185e06e5c992,per_total_discount,10.0000,0.0000,,1,185e06e5c992,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:06 +0000"
9920,â‚¬10 OFF Coupon - 4ff7dcd448e8,per_total_discount,10.0000,0.0000,,1,4ff7dcd448e8,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:06 +0000"
9921,â‚¬25 OFF Coupon - d4167a9983de,per_total_discount,25.0000,0.0000,,1,d4167a9983de,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:07 +0000"
9922,â‚¬25 OFF Coupon - 64a297fbb453,per_total_discount,25.0000,0.0000,,1,64a297fbb453,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:08 +0000"
9923,â‚¬25 OFF Coupon - 0a14bd8653b2,per_total_discount,25.0000,0.0000,,1,0a14bd8653b2,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:08 +0000"
9924,â‚¬25 OFF Coupon - ca9f52cabffd,per_total_discount,25.0000,0.0000,,1,ca9f52cabffd,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:09 +0000"
9925,â‚¬25 OFF Coupon - d274428c39fb,per_total_discount,25.0000,0.0000,,1,d274428c39fb,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:09 +0000"
9926,â‚¬25 OFF Coupon - e00be263fb7a,per_total_discount,25.0000,0.0000,,1,e00be263fb7a,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:10 +0000"
9927,â‚¬3 OFF Coupon - â‚¬3_OFF_465413e5c143,per_total_discount,3.0000,0.0000,,1,â‚¬3_OFF_465413e5c143,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:10 +0000"
9928,â‚¬10 OFF Coupon - e476fff321c7,per_total_discount,10.0000,0.0000,,1,e476fff321c7,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:11 +0000"
9929,Laya Healthcoach 10%,percentage_discount,10.0000,0.0000,,1,LAYA10,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:12 +0000"
9930,â‚¬10 OFF Coupon - e6740ab69bc5,per_total_discount,10.0000,0.0000,,1,e6740ab69bc5,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:13 +0000"
9931,â‚¬25 OFF Coupon - 8160af6d9845,per_total_discount,25.0000,0.0000,,1,8160af6d9845,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:14 +0000"
9932,â‚¬10 OFF Coupon - a9429d9b71be,per_total_discount,10.0000,0.0000,,1,a9429d9b71be,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:14 +0000"
9933,â‚¬3 OFF Coupon - â‚¬3_OFF_b807b00ff761,per_total_discount,3.0000,0.0000,,1,â‚¬3_OFF_b807b00ff761,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:15 +0000"
9934,Sinead Looby - Free Shipping,per_total_discount,2.9900,0.0000,,1,SINEAD,"{""entity"":""categories"",""ids"":[0]}",2,0,1,[],,"Tue, 16 Jul 2019 15:15:15 +0000"
9935,â‚¬10 OFF Coupon - fc2b51b202d2,per_total_discount,10.0000,0.0000,,1,fc2b51b202d2,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:16 +0000"
9936,â‚¬10 OFF Coupon - f4962d73efb5,per_total_discount,10.0000,0.0000,,1,f4962d73efb5,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:16 +0000"
9937,â‚¬3 OFF Coupon - â‚¬3_OFF_f5e97cd6e8b6,per_total_discount,3.0000,0.0000,,1,â‚¬3_OFF_f5e97cd6e8b6,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:17 +0000"
9938,Customer Loyalty - â‚¬25 OFF002af60ebbe7,per_total_discount,25.0000,0.0000,,1,â‚¬25 OFF002af60ebbe7,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:18 +0000"
9939,Customer Loyalty - 10 OFFec8b077c0a03,per_total_discount,10.0000,0.0000,,1,10 OFFec8b077c0a03,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:18 +0000"
9940,â‚¬10.00 OFF Your Order - 10 OFFfc323b27dc35,per_total_discount,10.0000,0.0000,,1,10 OFFfc323b27dc35,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:19 +0000"
9941,â‚¬25.00 OFF Your order - â‚¬25 OFFba8a020245ff,per_total_discount,25.0000,0.0000,,1,â‚¬25 OFFba8a020245ff,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:20 +0000"
9942,â‚¬3.00 OFF Your Order - â‚¬3 OFFeed3d297991f,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFFeed3d297991f,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:20 +0000"
9943,â‚¬3.00 OFF Your Order - â‚¬3 OFF2a7632b3feb8,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFF2a7632b3feb8,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:21 +0000"
9944,â‚¬25.00 OFF Your order - â‚¬25 OFF0615e81077f6,per_total_discount,25.0000,0.0000,,1,â‚¬25 OFF0615e81077f6,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:21 +0000"
9945,â‚¬25.00 OFF Your order - â‚¬25 OFF26f61f04d7e8,per_total_discount,25.0000,0.0000,,1,â‚¬25 OFF26f61f04d7e8,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:22 +0000"
9946,15% OFF Liberty Insureance,percentage_discount,15.0000,0.0000,,1,LIBERTY15,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:22 +0000"
9947,â‚¬3.00 OFF Your Order - â‚¬3 OFFca636630f2bd,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFFca636630f2bd,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:23 +0000"
9948,â‚¬25.00 OFF Your order - â‚¬25 OFFbb4985c8d2c0,per_total_discount,25.0000,0.0000,,1,â‚¬25 OFFbb4985c8d2c0,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:23 +0000"
9949,â‚¬10.00 OFF Your Order - 10 OFF14a9dbf6b748,per_total_discount,10.0000,0.0000,,1,10 OFF14a9dbf6b748,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:24 +0000"
9950,15% OFF Unislim (WINWIN),percentage_discount,15.0000,0.0000,,1,UNISLIM15,"{""entity"":""categories"",""ids"":[0]}",2,0,1,[],,"Tue, 16 Jul 2019 15:15:24 +0000"
9951,â‚¬25.00 OFF Your order - â‚¬25 OFF03e8c577d245,per_total_discount,25.0000,0.0000,,1,â‚¬25 OFF03e8c577d245,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:25 +0000"
9952,â‚¬25.00 OFF Your order - â‚¬25 OFF4fa777cf8942,per_total_discount,25.0000,0.0000,,1,â‚¬25 OFF4fa777cf8942,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:26 +0000"
9953,â‚¬10.00 OFF Your Order - 10 OFF5f73cee331a0,per_total_discount,10.0000,0.0000,,1,10 OFF5f73cee331a0,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:26 +0000"
9954,â‚¬10.00 OFF Your Order - 10 OFF0c0bf21127b8,per_total_discount,10.0000,0.0000,,1,10 OFF0c0bf21127b8,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:27 +0000"
9955,â‚¬3.00 OFF Your Order - â‚¬3 OFF868f853e7e51,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFF868f853e7e51,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:27 +0000"
9956,â‚¬10.00 OFF Your Order - 10 OFFfddd390fb945,per_total_discount,10.0000,0.0000,,1,10 OFFfddd390fb945,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:28 +0000"
9957,â‚¬3.00 OFF Your Order - â‚¬3 OFFf3e92b52baf8,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFFf3e92b52baf8,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:29 +0000"
9958,â‚¬25.00 OFF Your order - â‚¬25 OFF480eea9875b5,per_total_discount,25.0000,0.0000,,1,â‚¬25 OFF480eea9875b5,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:29 +0000"
9959,â‚¬25.00 OFF Your order - â‚¬25 OFF29c522e3df7a,per_total_discount,25.0000,0.0000,,1,â‚¬25 OFF29c522e3df7a,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:30 +0000"
9960,â‚¬3.00 OFF Your Order - â‚¬3 OFFc1afe2de2b81,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFFc1afe2de2b81,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:30 +0000"
9961,â‚¬25.00 OFF Your order - â‚¬25 OFFb070b60f76f3,per_total_discount,25.0000,0.0000,,1,â‚¬25 OFFb070b60f76f3,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:31 +0000"
9962,â‚¬3.00 OFF Your Order - â‚¬3 OFF8b669ce6e6d4,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFF8b669ce6e6d4,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:31 +0000"
9963,â‚¬25.00 OFF Your order - â‚¬25 OFF006478cebbb9,per_total_discount,25.0000,0.0000,,1,â‚¬25 OFF006478cebbb9,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:32 +0000"
9964,â‚¬10.00 OFF Your Order - 10 OFFc444a921c447,per_total_discount,10.0000,0.0000,,1,10 OFFc444a921c447,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:33 +0000"
9965,â‚¬3.00 OFF Your Order - â‚¬3 OFFfb83d2eb26ec,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFFfb83d2eb26ec,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:33 +0000"
9966,win win _ 10% OFF Energia,percentage_discount,10.0000,0.0000,,1,ENERGIA,"{""entity"":""categories"",""ids"":[0]}",46,0,0,[],,"Tue, 16 Jul 2019 15:15:34 +0000"
9967,â‚¬25.00 OFF Your order - â‚¬25 OFF48f6d8a85fc0,per_total_discount,25.0000,0.0000,,1,â‚¬25 OFF48f6d8a85fc0,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:34 +0000"
9968,â‚¬10.00 OFF Your Order - 10 OFF46c0dc2067e2,per_total_discount,10.0000,0.0000,,1,10 OFF46c0dc2067e2,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:35 +0000"
9969,â‚¬3.00 OFF Your Order - â‚¬3 OFF335459784449,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFF335459784449,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:35 +0000"
9970,â‚¬10.00 OFF Your Order - 10 OFF6bf98399ccd2,per_total_discount,10.0000,0.0000,,1,10 OFF6bf98399ccd2,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:36 +0000"
9971,â‚¬3.00 OFF Your Order - â‚¬3 OFF241787a50949,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFF241787a50949,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:36 +0000"
9972,â‚¬10.00 OFF Your Order - 10 OFF497f37544469,per_total_discount,10.0000,0.0000,,1,10 OFF497f37544469,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:37 +0000"
9973,â‚¬10.00 OFF Your Order - 10 OFFf32de5c79e51,per_total_discount,10.0000,0.0000,,1,10 OFFf32de5c79e51,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:38 +0000"
9974,â‚¬25.00 OFF Your order - â‚¬25 OFF68f31495e93c,per_total_discount,25.0000,0.0000,,1,â‚¬25 OFF68f31495e93c,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:38 +0000"
9975,â‚¬25.00 OFF Your order - â‚¬25 OFF788489cb76ac,per_total_discount,25.0000,0.0000,,1,â‚¬25 OFF788489cb76ac,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:39 +0000"
9976,â‚¬25.00 OFF Your order - â‚¬25 OFFe38b26a7b088,per_total_discount,25.0000,0.0000,,1,â‚¬25 OFFe38b26a7b088,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:15:39 +0000"
