id,name,type,amount,min_purchase,expires,enabled,code,applies_to,num_uses,max_uses,max_uses_per_customer,restricted_to,shipping_methods,date_created
10267,â‚¬3.00 OFF Your Order - â‚¬3 OFFa498c096e2ca,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFFa498c096e2ca,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:30 +0000"
10268,â‚¬10.00 OFF Your Order - 10 OFFe292d3265995,per_total_discount,10.0000,0.0000,,1,10 OFFe292d3265995,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:30 +0000"
10269,â‚¬3.00 OFF Your Order - â‚¬3 OFF977b3972a6b8,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFF977b3972a6b8,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:31 +0000"
10270,â‚¬10.00 OFF Your Order - 10 OFF3b3167908e48,per_total_discount,10.0000,0.0000,,1,10 OFF3b3167908e48,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:31 +0000"
10271,â‚¬3.00 OFF Your Order - â‚¬3 OFFe6bc1afdd44d,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFFe6bc1afdd44d,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:32 +0000"
10272,â‚¬10.00 OFF Your Order - 10 OFF3c76f916e19e,per_total_discount,10.0000,0.0000,,1,10 OFF3c76f916e19e,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:33 +0000"
10273,â‚¬3.00 OFF Your Order - â‚¬3 OFFfc9c277f20d4,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFFfc9c277f20d4,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:33 +0000"
10274,â‚¬3.00 OFF Your Order - â‚¬3 OFF7ed53e394ba6,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFF7ed53e394ba6,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:34 +0000"
10275,â‚¬25.00 OFF Your order - â‚¬25 OFF3443f2292218,per_total_discount,25.0000,0.0000,,1,â‚¬25 OFF3443f2292218,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:34 +0000"
10276,â‚¬25.00 OFF Your order - â‚¬25 OFF1d8cb7c5c436,per_total_discount,25.0000,0.0000,,1,â‚¬25 OFF1d8cb7c5c436,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:35 +0000"
10277,â‚¬10.00 OFF Your Order - 10 OFF7729d84b7ebc,per_total_discount,10.0000,0.0000,,1,10 OFF7729d84b7ebc,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:35 +0000"
10278,â‚¬3.00 OFF Your Order - â‚¬3 OFF2465f6dbe2c1,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFF2465f6dbe2c1,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:36 +0000"
10279,â‚¬25.00 OFF Your order - â‚¬25 OFFbec985a9a2c2,per_total_discount,25.0000,0.0000,,1,â‚¬25 OFFbec985a9a2c2,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:37 +0000"
10280,â‚¬10.00 OFF Your Order - 10 OFF1e51f17f530c,per_total_discount,10.0000,0.0000,,1,10 OFF1e51f17f530c,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:37 +0000"
10281,â‚¬3.00 OFF Your Order - â‚¬3 OFF767739c1476d,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFF767739c1476d,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:38 +0000"
10282,â‚¬25.00 OFF Your order - â‚¬25 OFF01961ee6bd96,per_total_discount,25.0000,0.0000,,1,â‚¬25 OFF01961ee6bd96,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:38 +0000"
10283,â‚¬10.00 OFF Your Order - 10 OFFf1149a64fedb,per_total_discount,10.0000,0.0000,,1,10 OFFf1149a64fedb,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:39 +0000"
10284,â‚¬3.00 OFF Your Order - â‚¬3 OFFc3b4bb7a142b,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFFc3b4bb7a142b,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:40 +0000"
10285,â‚¬3.00 OFF Your Order - â‚¬3 OFF69704bce802d,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFF69704bce802d,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:40 +0000"
10286,â‚¬10.00 OFF Your Order - 10 OFF740c9ad26a38,per_total_discount,10.0000,0.0000,,1,10 OFF740c9ad26a38,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:41 +0000"
10287,â‚¬3.00 OFF Your Order - â‚¬3 OFFe348e73ba06b,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFFe348e73ba06b,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:41 +0000"
10288,â‚¬10.00 OFF Your Order - 10 OFF5db9863211a6,per_total_discount,10.0000,0.0000,,1,10 OFF5db9863211a6,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:42 +0000"
10289,â‚¬3.00 OFF Your Order - â‚¬3 OFFfe413b048dfd,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFFfe413b048dfd,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:42 +0000"
10290,â‚¬25.00 OFF Your order - â‚¬25 OFFd2297bf9e7e0,per_total_discount,25.0000,0.0000,,1,â‚¬25 OFFd2297bf9e7e0,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:43 +0000"
10291,â‚¬3.00 OFF Your Order - â‚¬3 OFFec383b7f386f,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFFec383b7f386f,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:44 +0000"
10292,â‚¬10.00 OFF Your Order - 10 OFF5596a2856302,per_total_discount,10.0000,0.0000,,1,10 OFF5596a2856302,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:44 +0000"
10293,â‚¬3.00 OFF Your Order - â‚¬3 OFFbfca352e6964,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFFbfca352e6964,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:45 +0000"
10294,â‚¬3.00 OFF Your Order - â‚¬3 OFF3d1dc1753c96,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFF3d1dc1753c96,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:45 +0000"
10295,â‚¬3.00 OFF Your Order - â‚¬3 OFFfa9940a3ed41,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFFfa9940a3ed41,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:46 +0000"
10296,â‚¬3.00 OFF Your Order - â‚¬3 OFFf22b35161fba,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFFf22b35161fba,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:46 +0000"
10297,â‚¬10.00 OFF Your Order - 10 OFF315d3a0f6f19,per_total_discount,10.0000,0.0000,,1,10 OFF315d3a0f6f19,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:47 +0000"
10298,â‚¬25.00 OFF Your order - â‚¬25 OFFdf1174c95fa9,per_total_discount,25.0000,0.0000,,1,â‚¬25 OFFdf1174c95fa9,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:48 +0000"
10299,â‚¬3.00 OFF Your Order - â‚¬3 OFFc5875b6b8161,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFFc5875b6b8161,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:48 +0000"
10300,â‚¬3.00 OFF Your Order - â‚¬3 OFFe18aec146e5c,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFFe18aec146e5c,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:49 +0000"
10301,â‚¬3.00 OFF Your Order - â‚¬3 OFFca3fcbc675f4,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFFca3fcbc675f4,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:49 +0000"
10302,â‚¬3.00 OFF Your Order - â‚¬3 OFF8d67c55eaa93,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFF8d67c55eaa93,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:50 +0000"
10303,â‚¬3.00 OFF Your Order - â‚¬3 OFF12f6e7296e87,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFF12f6e7296e87,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:51 +0000"
10304,â‚¬10.00 OFF Your Order - 10 OFF30d4d72b4121,per_total_discount,10.0000,0.0000,,1,10 OFF30d4d72b4121,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:51 +0000"
10305,â‚¬3.00 OFF Your Order - â‚¬3 OFFf0d1e8975315,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFFf0d1e8975315,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:52 +0000"
10306,â‚¬3.00 OFF Your Order - â‚¬3 OFFfa0804587c69,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFFfa0804587c69,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:52 +0000"
10307,â‚¬10.00 OFF Your Order - 10 OFFae48c8c39349,per_total_discount,10.0000,0.0000,,1,10 OFFae48c8c39349,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:53 +0000"
10308,â‚¬10.00 OFF Your Order - 10 OFF242959e343ba,per_total_discount,10.0000,0.0000,,1,10 OFF242959e343ba,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:54 +0000"
10309,â‚¬3.00 OFF Your Order - â‚¬3 OFF13b4254c518a,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFF13b4254c518a,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:54 +0000"
10310,â‚¬25.00 OFF Your order - â‚¬25 OFF7085a045a53e,per_total_discount,25.0000,0.0000,,1,â‚¬25 OFF7085a045a53e,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:55 +0000"
10311,â‚¬10.00 OFF Your Order - 10 OFFce3391797f97,per_total_discount,10.0000,0.0000,,1,10 OFFce3391797f97,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:55 +0000"
10312,â‚¬3.00 OFF Your Order - â‚¬3 OFF23f745dc357c,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFF23f745dc357c,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:56 +0000"
10313,â‚¬25.00 OFF Your order - â‚¬25 OFFdb6a47ecac2c,per_total_discount,25.0000,0.0000,,1,â‚¬25 OFFdb6a47ecac2c,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:56 +0000"
10314,â‚¬25.00 OFF Your order - â‚¬25 OFF30e38ed50385,per_total_discount,25.0000,0.0000,,1,â‚¬25 OFF30e38ed50385,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:57 +0000"
10315,â‚¬25.00 OFF Your order - â‚¬25 OFFa5db69748130,per_total_discount,25.0000,0.0000,,1,â‚¬25 OFFa5db69748130,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:57 +0000"
10316,â‚¬10.00 OFF Your Order - 10 OFFf8c9eb6a889d,per_total_discount,10.0000,0.0000,,1,10 OFFf8c9eb6a889d,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:58 +0000"
10317,â‚¬3.00 OFF Your Order - â‚¬3 OFF5de282196662,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFF5de282196662,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:59 +0000"
10318,â‚¬3.00 OFF Your Order - â‚¬3 OFFb63dc7f49d05,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFFb63dc7f49d05,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:18:59 +0000"
10319,â‚¬3.00 OFF Your Order - â‚¬3 OFF404cd30b8857,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFF404cd30b8857,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:00 +0000"
10320,â‚¬10.00 OFF Your Order - 10 OFF2fe73609dc11,per_total_discount,10.0000,0.0000,,1,10 OFF2fe73609dc11,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:00 +0000"
10321,â‚¬25.00 OFF Your order - â‚¬25 OFF23cc982a3cf0,per_total_discount,25.0000,0.0000,,1,â‚¬25 OFF23cc982a3cf0,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:01 +0000"
10322,â‚¬3.00 OFF Your Order - â‚¬3 OFFcf88c2c93e41,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFFcf88c2c93e41,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:02 +0000"
10323,â‚¬10.00 OFF Your Order - 10 OFFe7e22ce90d21,per_total_discount,10.0000,0.0000,,1,10 OFFe7e22ce90d21,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:02 +0000"
10324,â‚¬10.00 OFF Your Order - 10 OFFb6515a097b40,per_total_discount,10.0000,0.0000,,1,10 OFFb6515a097b40,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:03 +0000"
10325,â‚¬25.00 OFF Your order - â‚¬25 OFF92aa05302805,per_total_discount,25.0000,0.0000,,1,â‚¬25 OFF92aa05302805,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:03 +0000"
10326,â‚¬3.00 OFF Your Order - â‚¬3 OFF398825cb197e,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFF398825cb197e,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:04 +0000"
10327,â‚¬25.00 OFF Your order - â‚¬25 OFF4d3e4df8ff9d,per_total_discount,25.0000,0.0000,,1,â‚¬25 OFF4d3e4df8ff9d,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:05 +0000"
10328,â‚¬25.00 OFF Your order - â‚¬25 OFF9c6bbf7ced6f,per_total_discount,25.0000,0.0000,,1,â‚¬25 OFF9c6bbf7ced6f,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:05 +0000"
10329,â‚¬25.00 OFF Your order - â‚¬25 OFF58da1ace99b4,per_total_discount,25.0000,0.0000,,1,â‚¬25 OFF58da1ace99b4,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:06 +0000"
10330,â‚¬10.00 OFF Your Order - 10 OFFd0956e792d3c,per_total_discount,10.0000,0.0000,,1,10 OFFd0956e792d3c,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:06 +0000"
10331,â‚¬3.00 OFF Your Order - â‚¬3 OFF5a763627b719,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFF5a763627b719,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:07 +0000"
10332,â‚¬25.00 OFF Your order - â‚¬25 OFF9274bf7318f7,per_total_discount,25.0000,0.0000,,1,â‚¬25 OFF9274bf7318f7,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:07 +0000"
10333,â‚¬10.00 OFF Your Order - 10 OFF246152afda9d,per_total_discount,10.0000,0.0000,,1,10 OFF246152afda9d,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:08 +0000"
10334,â‚¬10.00 OFF Your Order - 10 OFFdac6c616ca2b,per_total_discount,10.0000,0.0000,,1,10 OFFdac6c616ca2b,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:09 +0000"
10335,â‚¬3.00 OFF Your Order - â‚¬3 OFF7e2142ec4cff,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFF7e2142ec4cff,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:09 +0000"
10336,â‚¬10.00 OFF Your Order - 10 OFF2c9efcbf45a4,per_total_discount,10.0000,0.0000,,1,10 OFF2c9efcbf45a4,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:10 +0000"
10337,â‚¬25.00 OFF Your order - â‚¬25 OFF4785a20b6cd6,per_total_discount,25.0000,0.0000,,1,â‚¬25 OFF4785a20b6cd6,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:10 +0000"
10338,â‚¬25.00 OFF Your order - â‚¬25 OFF6af0bd05344a,per_total_discount,25.0000,0.0000,,1,â‚¬25 OFF6af0bd05344a,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:11 +0000"
10339,â‚¬3.00 OFF Your Order - â‚¬3 OFF4988b0bb2680,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFF4988b0bb2680,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:11 +0000"
10340,â‚¬25.00 OFF Your order - â‚¬25 OFF1db919b15d33,per_total_discount,25.0000,0.0000,,1,â‚¬25 OFF1db919b15d33,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:12 +0000"
10341,â‚¬10.00 OFF Your Order - 10 OFFb460654136f8,per_total_discount,10.0000,0.0000,,1,10 OFFb460654136f8,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:12 +0000"
10342,â‚¬25.00 OFF Your order - â‚¬25 OFF965b528e5d3c,per_total_discount,25.0000,0.0000,,1,â‚¬25 OFF965b528e5d3c,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:13 +0000"
10343,â‚¬3.00 OFF Your Order - â‚¬3 OFF386fd35d08c3,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFF386fd35d08c3,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:13 +0000"
10344,â‚¬3.00 OFF Your Order - â‚¬3 OFF591ad7422408,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFF591ad7422408,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:14 +0000"
10345,â‚¬3.00 OFF Your Order - â‚¬3 OFF66dd0c2cd5e9,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFF66dd0c2cd5e9,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:14 +0000"
10346,â‚¬10.00 OFF Your Order - 10 OFF327f2d2652b2,per_total_discount,10.0000,0.0000,,1,10 OFF327f2d2652b2,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:15 +0000"
10347,â‚¬3.00 OFF Your Order - â‚¬3 OFF80f4686232b7,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFF80f4686232b7,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:16 +0000"
10348,â‚¬3.00 OFF Your Order - â‚¬3 OFF7f473598b583,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFF7f473598b583,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:16 +0000"
10349,â‚¬25.00 OFF Your order - â‚¬25 OFF3a5b0ed21b10,per_total_discount,25.0000,0.0000,,1,â‚¬25 OFF3a5b0ed21b10,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:17 +0000"
10350,â‚¬10.00 OFF Your Order - 10 OFF3ec047fd4e2a,per_total_discount,10.0000,0.0000,,1,10 OFF3ec047fd4e2a,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:17 +0000"
10351,â‚¬25.00 OFF Your order - â‚¬25 OFF524e067a397f,per_total_discount,25.0000,0.0000,,1,â‚¬25 OFF524e067a397f,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:18 +0000"
10352,â‚¬10.00 OFF Your Order - 10 OFF7148a2c57f4c,per_total_discount,10.0000,0.0000,,1,10 OFF7148a2c57f4c,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:19 +0000"
10353,â‚¬25 OFF8ad55d447c72,per_total_discount,25.0000,0.0000,,1,â‚¬25 OFF8ad55d447c72,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:19 +0000"
10354,â‚¬3.00 OFF Your Order - â‚¬3 OFF9b59ed9550d7,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFF9b59ed9550d7,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:20 +0000"
10355,â‚¬10.00 OFF Your Order - 10 OFF6b6be58ef2a6,per_total_discount,10.0000,0.0000,,1,10 OFF6b6be58ef2a6,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:20 +0000"
10356,â‚¬3.00 OFF Your Order - â‚¬3 OFFc6bb5d2be7e6,per_total_discount,3.0000,0.0000,,1,€3 OFFc6bb5d2be7e6,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:21 +0000"
10357,â‚¬3.00 OFF Your Order - â‚¬3 OFF20bbc370a7bb,per_total_discount,3.0000,0.0000,,1,€3 OFF20bbc370a7bb,"{""entity"":""categories"",""ids"":[0]}",1,0,1,[],,"Tue, 16 Jul 2019 15:19:21 +0000"
10358,â‚¬10.00 OFF Your Order - 10 OFFf5bcf511cfe8,per_total_discount,10.0000,0.0000,,1,10 OFFf5bcf511cfe8,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:22 +0000"
10359,â‚¬10.00 OFF Your Order - 10 OFF6d17e8f2f4a8,per_total_discount,10.0000,0.0000,,1,10 OFF6d17e8f2f4a8,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:22 +0000"
10360,â‚¬25.00 OFF Your order - â‚¬25 OFF245aebcbcf60,per_total_discount,25.0000,0.0000,,1,â‚¬25 OFF245aebcbcf60,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:23 +0000"
10361,â‚¬10.00 OFF Your Order - 10 OFFf50414f44e34,per_total_discount,10.0000,0.0000,,1,10 OFFf50414f44e34,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:24 +0000"
10362,â‚¬25.00 OFF Your order - â‚¬25 OFFe7b6be41755c,per_total_discount,25.0000,0.0000,,1,â‚¬25 OFFe7b6be41755c,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:24 +0000"
10363,â‚¬3.00 OFF Your Order - â‚¬3 OFF0d410b4a2499,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFF0d410b4a2499,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:25 +0000"
10364,â‚¬3.00 OFF Your Order - â‚¬3 OFF9da4d8432325,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFF9da4d8432325,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:25 +0000"
10365,â‚¬3.00 OFF Your Order - â‚¬3 OFFfdff8cfcd0a7,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFFfdff8cfcd0a7,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:26 +0000"
10366,â‚¬3.00 OFF Your Order - â‚¬3 OFF67267477af33,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFF67267477af33,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:26 +0000"
10367,â‚¬10.00 OFF Your Order - 10 OFF15bbbd09fa1d,per_total_discount,10.0000,0.0000,,1,10 OFF15bbbd09fa1d,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:27 +0000"
10368,â‚¬3.00 OFF Your Order - â‚¬3 OFFe885ad4c5eaf,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFFe885ad4c5eaf,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:27 +0000"
10369,â‚¬25.00 OFF Your order - â‚¬25 OFF11f16662f83b,per_total_discount,25.0000,0.0000,,1,â‚¬25 OFF11f16662f83b,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:28 +0000"
10370,â‚¬3.00 OFF Your Order - â‚¬3 OFFbd684f1fb6c4,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFFbd684f1fb6c4,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:28 +0000"
10371,â‚¬3.00 OFF Your Order - â‚¬3 OFFe8f3fc1cb39f,per_total_discount,3.0000,0.0000,,1,â‚¬3 OFFe8f3fc1cb39f,"{""entity"":""categories"",""ids"":[0]}",0,0,1,[],,"Tue, 16 Jul 2019 15:19:29 +0000"
