type,url
product,https://www.allhair.ie/joico-structure-glamtex-150ml/
product,https://www.allhair.ie/joico-moisture-recovery-treatment-balm-for-thick-coarse-dry-hair-250ml/
product,https://www.allhair.ie/joico-moisture-recovery-shampoo-300ml/
product,https://www.allhair.ie/joico-moisture-recovery-shampoo-conditioner-500ml-duo-limited-edition/
product,https://www.allhair.ie/joico-moisture-recovery-conditioner-300ml/
product,https://www.allhair.ie/joico-lustre-locklustre-lock-140ml-pre-shampoo/
product,https://www.allhair.ie/joico-k-pak-smoothing-balm-200ml/
product,https://www.allhair.ie/joico-k-pak-shampoo-for-damaged-hair-300ml/
product,https://www.allhair.ie/joico-k-pak-shampoo-conditioner-500ml-duo-limited-edition/
product,https://www.allhair.ie/joico-k-pak-revitaluxe-treatment-150ml/
product,https://www.allhair.ie/joico-k-pak-liquid-reconstructor-300ml/
product,https://www.allhair.ie/joico-k-pak-intense-hydrator-250ml/
product,https://www.allhair.ie/joico-k-pak-conditioner-for-damaged-hair-300ml/
product,https://www.allhair.ie/joico-k-pak-conditioner-300ml/
product,https://www.allhair.ie/joico-k-pak-color-therapy-shampoo-300ml/
product,https://www.allhair.ie/joico-k-pak-color-therapy-shampoo-conditioner-500ml-duo-limited-edition/
product,https://www.allhair.ie/joico-k-pak-color-therapy-conditioner-300ml/
product,https://www.allhair.ie/joico-k-pak-chelating-clarify-shampoo-300ml/
product,https://www.allhair.ie/joico-daily-care-treatment-shampoo-for-healthy-scalp-300ml/
product,https://www.allhair.ie/joico-color-endure-violet-shampoo-300ml-blonde-hair/
product,https://www.allhair.ie/joico-color-endure-violet-shampoo-conditioner-500ml-duo-limited-edition/
product,https://www.allhair.ie/joico-color-endure-shampoo-for-long-lasting-color-300ml/
product,https://www.allhair.ie/joico-color-endure-shampoo-conditioner-500ml-duo-limited-edition/
product,https://www.allhair.ie/joico-colour-endure-conditioner-for-long-lasting-colour-300ml/
product,https://www.allhair.ie/joico-body-luxe-volumizing-elixir-200ml/
product,https://www.allhair.ie/joico-body-luxe-thickening-shampoo-300ml/
product,https://www.allhair.ie/joico-body-luxe-thickening-conditioner-300ml/
product,https://www.allhair.ie/joico-body-luxe-shampoo-conditioner-500ml-duo-limited-edition/
product,https://www.allhair.ie/joico-body-luxe-root-lift-volumising-foam-6-voc-300ml/
product,https://www.allhair.ie/joico-blonde-life-brightening-shampoo-300ml/
product,https://www.allhair.ie/joico-blonde-life-brightening-conditioner-250ml/
product,https://www.allhair.ie/grow-gorgeous-scalp-detox-exfoliating-treatment-190ml/
product,https://www.allhair.ie/grow-gorgeous-hyaluronic-density-conditioner-190ml/
product,https://www.allhair.ie/grow-gorgeous-hair-density-serum-intense-60ml/
product,https://www.allhair.ie/grow-gorgeous-hair-density-serum-60ml/
product,https://www.allhair.ie/grow-gorgeous-hair-density-intense-shampoo-190ml/
product,https://www.allhair.ie/grow-gorgeous-end-split-ends-120ml/
product,https://www.allhair.ie/grow-gorgeous-11-in-1-cleansing-conditioner-190ml/
product,https://www.allhair.ie/grow-gorgeous-back-into-the-roots-10-minute-stimulating-scalp-masque-240ml/
product,https://www.allhair.ie/color-wow-root-cover-up-redhead/
product,https://www.allhair.ie/color-wow-root-cover-up-platinum-blonde/
product,https://www.allhair.ie/color-wow-root-cover-up-medium-brown/
product,https://www.allhair.ie/color-wow-root-cover-up-light-brown/
product,https://www.allhair.ie/color-wow-root-cover-up-dark-brown/
product,https://www.allhair.ie/color-wow-root-cover-up-blonde/
product,https://www.allhair.ie/color-wow-one-minute-transformation-styling-cream-120ml/
product,https://www.allhair.ie/color-wow-colour-security-conditioner-normal-thick-250ml/
product,https://www.allhair.ie/color-wow-coconut-cocktail-bionic-tonic-200ml/
product,https://www.allhair.ie/carin-finishing-cream-100ml/
product,https://www.allhair.ie/aurora-aurora-hair-band/
product,https://www.allhair.ie/all-caps-hair-shower-sleep-spa-hair-cap/
product,https://www.allhair.ie/alfaparf-thats-it-never-brass-shampoo-250ml/
product,https://www.allhair.ie/alfaparf-thats-it-grey-pride-shampoo-250ml/
product,https://www.allhair.ie/alfaparf-thats-it-gold-fever-shampoo-for-warm-blondes-250ml/
product,https://www.allhair.ie/alfaparf-thats-it-forever-grey-conditioning-balm-15ml/
product,https://www.allhair.ie/alfaparf-thats-it-blonde-ambition-shampoo-250ml/
product,https://www.allhair.ie/alfaparf-style-stories-volume-mousse-125ml-buy-1-get-1-free/
product,https://www.allhair.ie/alfaparf-style-stories-twisted-curls-100ml/
product,https://www.allhair.ie/alfaparf-style-stories-therm-protector-200ml/
product,https://www.allhair.ie/alfaparf-style-stories-texturizing-gel-150ml/
product,https://www.allhair.ie/alfaparf-style-stories-sea-spray-150ml/
product,https://www.allhair.ie/alfaparf-style-stories-sculpting-gas-free-hairspray-250ml/
product,https://www.allhair.ie/alfaparf-style-stories-original-hairspray-500ml/
product,https://www.allhair.ie/alfaparf-style-stories-flexible-mousse-250ml/
product,https://www.allhair.ie/alfaparf-style-stories-firming-mousse-250ml/
product,https://www.allhair.ie/alfaparf-style-stories-extreme-hairspray-500ml/
product,https://www.allhair.ie/alfaparf-style-stories-dry-shampoo-200ml/
product,https://www.allhair.ie/alfaparf-style-stories-blow-dry-cream-150ml/
product,https://www.allhair.ie/alfaparf-semi-di-lino-sublime-water-50ml/
product,https://www.allhair.ie/alfaparf-semi-di-lino-sublime-illuminating-shine-lotion-12-13ml/
product,https://www.allhair.ie/alfaparf-semi-di-lino-sublime-illuminating-essential-oils-12-13ml/
product,https://www.allhair.ie/alfaparf-semi-di-lino-sublime-cristalli-di-seta-50ml/
product,https://www.allhair.ie/alfaparf-semi-di-lino-scalp-purify-shampoo-250ml/
product,https://www.allhair.ie/alfaparf-semi-di-lino-scalp-care-energizing-shampoo-hair-loss-250ml/
product,https://www.allhair.ie/alfaparf-semi-di-lino-scalp-balance-shampoo-250ml/
product,https://www.allhair.ie/alfaparf-semi-di-lino-reconstruction-reparative-mask-200ml/
product,https://www.allhair.ie/alfaparf-semi-di-lino-reconstruction-reparative-low-shampoo-250ml/
product,https://www.allhair.ie/alfaparf-semi-di-lino-reconstruction-reparative-lotion-6-13ml/
product,https://www.allhair.ie/alfaparf-semi-di-lino-moisture-nutritive-shampoo-250ml/
product,https://www.allhair.ie/alfaparf-semi-di-lino-moisture-nutritive-mask-200ml/
product,https://www.allhair.ie/alfaparf-semi-di-lino-moisture-nutritive-lotion-6-13ml/
product,https://www.allhair.ie/alfaparf-semi-di-lino-moisture-nutritive-leave-in-conditioner-200ml/
product,https://www.allhair.ie/alfaparf-semi-di-lino-moisture-nutritive-detangling-fluid-125ml/
product,https://www.allhair.ie/alfaparf-semi-di-lino-discipline-frizz-control-shampoo-250ml/
product,https://www.allhair.ie/alfaparf-semi-di-lino-discipline-frizz-control-butter-mask-200ml/
product,https://www.allhair.ie/alfaparf-semi-di-lino-diamond-illuminating-shampoo-250ml/
product,https://www.allhair.ie/alfaparf-semi-di-lino-diamond-illuminating-mask-200ml/
product,https://www.allhair.ie/alfaparf-semi-di-lino-diamond-illuminating-conditioner-200ml/
product,https://www.allhair.ie/alfaparf-semi-di-lino-diamond-extraordinary-all-in1-fluid-125ml/
product,https://www.allhair.ie/alfaparf-semi-di-lino-diamond-crystalli-shine-spray-125ml/
product,https://www.allhair.ie/alfaparf-semi-di-lino-diamond-crystalli-liquidi-50ml/
product,https://www.allhair.ie/alfaparf-semi-di-lino-diamond-crystal-spray-125ml/
product,https://www.allhair.ie/alfaparf-semi-di-lino-anti-breakage-daily-fluid-125ml/
product,https://www.allhair.ie/alfaparf-scalp-care-energising-lotion-for-hair-loss-12x10ml/
product,https://www.allhair.ie/alfaparf-s4u-vintage-matt-talc-10g/
product,https://www.allhair.ie/alfaparf-lisse-design-keratin-therapy-maintenance-shampoo-250ml/
product,https://www.allhair.ie/alfaparf-lisse-design-keratin-therapy-maintenance-conditioner-250ml/
product,https://www.allhair.ie/actyva-volume-corposita-spray-150ml/
product,https://www.allhair.ie/actyva-volume-corposita-shampoo-250ml/
product,https://www.allhair.ie/actyva-volume-corposita-conditioner-150ml/
product,https://www.allhair.ie/actyva-p-factor-scalp-hair-loss-treatment-150ml/
product,https://www.allhair.ie/actyva-p-factor-intensive-lotion-women-hair-loss-12x6ml/
product,https://www.allhair.ie/actyva-p-factor-intensive-lotion-men-hair-loss-12x6ml/
product,https://www.allhair.ie/actyva-p-factor-hair-loss-shampoo-250ml/
product,https://www.allhair.ie/actyva-nuova-fibra-shampoo-damaged-hair-250ml/
product,https://www.allhair.ie/actyva-nuova-fibra-mask-200ml/
product,https://www.allhair.ie/actyva-nuova-fibra-cream-150ml/
product,https://www.allhair.ie/actyva-colore-brillante-shampoo-250ml/
product,https://www.allhair.ie/actyva-colore-brillante-mask-200ml/
product,https://www.allhair.ie/actyva-colore-brillante-cream-150ml/
product,https://www.allhair.ie/actyva-bellessere-shampoo-250ml/
product,https://www.allhair.ie/actyva-bellessere-oil-125ml/
product,https://www.allhair.ie/actyva-bellessere-balm-150ml/
product,https://www.allhair.ie/72-hair-repairing-oil-75ml/
product,https://www.allhair.ie/72-hair-nourishing-shampoo-250ml/
product,https://www.allhair.ie/72-hair-intense-replenishing-mask-250ml/
product,https://www.allhair.ie/72-hair-intense-moisture-shampoo-250ml/
product,https://www.allhair.ie/72-hair-hydrating-conditioner-250ml/
product,https://www.allhair.ie/72-hair-blow-dry-cream-150ml/
product,https://www.allhair.ie/moroccanoil-body-hand-cream-75ml/
product,https://www.allhair.ie/moroccanoil-body-dry-body-oil-100ml/
product,https://www.allhair.ie/moroccanoil-body-pure-argan-oil-50ml/
product,https://www.allhair.ie/alfaparf-semi-di-lino-diamond--gift-set/
product,https://www.allhair.ie/alfaparf-semi-di-lino-moisture--gift-set/
product,https://www.allhair.ie/alfaparf-semi-di-lino-reconstruction--gift-set/
product,https://www.allhair.ie/joico-blonde-life--gift-set/
product,https://www.allhair.ie/joico-body-luxe--gift-set/
product,https://www.allhair.ie/joico-colour-endure--gift-set/
product,https://www.allhair.ie/joico-colour-endure-violet--gift-set/
product,https://www.allhair.ie/joico-k-pak--gift-set/
product,https://www.allhair.ie/joico-k-pak-colour-therapy--gift-set/
product,https://www.allhair.ie/joico-moisture-recovery--gift-set/
product,https://www.allhair.ie/joico-styler-2018-gold-edition/
product,https://www.allhair.ie/moroccanoil-hydration--gift-set/
product,https://www.allhair.ie/moroccanoil-moisture-repair--gift-set/
product,https://www.allhair.ie/moroccanoil-volume--gift-set/
product,https://www.allhair.ie/redken-all-soft--gift-set-with-free-shampoo/
product,https://www.allhair.ie/redken-blondage--set-with-free-shampoo/
product,https://www.allhair.ie/redken-colour-extend--gift-set-with-free-shampoo/
product,https://www.allhair.ie/redken-extreme--gift-set-with-free-shampoo/
product,https://www.allhair.ie/actyva-disciplina-curly-cream-150ml/
product,https://www.allhair.ie/actyva-disciplina-mask-200ml/
product,https://www.allhair.ie/actyva-disciplina-shampoo-250ml/
product,https://www.allhair.ie/actyva-disciplina-relax-fluid-150ml/
product,https://www.allhair.ie/alfaparf-precious-nature-long-straight-hair-oil-100ml/
product,https://www.allhair.ie/alfaparf-precious-nature-curly-wavy-hair-oil-100ml/
product,https://www.allhair.ie/alfaparf-precious-nature-color-protect-leave-in-spray-125ml/
product,https://www.allhair.ie/alfaparf-precious-nature-long-straight-shampoo-250ml/
product,https://www.allhair.ie/alfaparf-precious-nature-curly-wavy-shampoo-250ml/
product,https://www.allhair.ie/alfaparf-precious-nature-color-protect-shampoo-250ml/
product,https://www.allhair.ie/alfaparf-precious-nature-long-straight-mask-200ml/
product,https://www.allhair.ie/alfaparf-precious-nature-curly-wavy-mask-200ml/
product,https://www.allhair.ie/alfaparf-precious-nature-color-protect-mask-200ml/
product,https://www.allhair.ie/alfaparf-precious-nature-thirsty-hair-shampoo-250ml/
product,https://www.allhair.ie/alfaparf-precious-nature-thirsty-hair-mask-200ml/
product,https://www.allhair.ie/alfaparf-precious-nature-thirsty-hair-vials-6x13ml/
product,https://www.allhair.ie/alfaparf-precious-nature-bad-habit-conditioner-250ml/
product,https://www.allhair.ie/alfaparf-precious-nature-bad-habits-shampoo-250ml/
product,https://www.allhair.ie/alfaparf-precious-nature-bad-habit-double-cream-200m/
product,https://www.allhair.ie/alfaparf-thats-it-blonde-parade-mask-150ml/
product,https://www.allhair.ie/alfaparf-style-stories-volumizing-summer-kit/
product,https://www.allhair.ie/alfaparf-style-stories-texturizing-summer-kit/
product,https://www.allhair.ie/alfaparf-diamond-luxury-travel-set-limited-edition/
product,https://www.allhair.ie/alfaparf-moisture-luxury-travel-set-limited-edition/
product,https://www.allhair.ie/alfaparf-reconstruction-luxury-travel-set-limited-edition/
product,https://www.allhair.ie/color-wow-speed-blow-dry-150ml/
product,https://www.allhair.ie/color-wow-rcu-dark-brown-2-1g/
product,https://www.allhair.ie/color-wow-carb-tonic-200ml/
product,https://www.allhair.ie/color-wow-kale-tonic-200ml/
product,https://www.allhair.ie/color-wow-style-on-steroids-262ml/
product,https://www.allhair.ie/color-wow-dream-coat-200ml/
product,https://www.allhair.ie/color-wow-dream-coat-curly-200ml/
product,https://www.allhair.ie/joico-colour-endure-violet-conditioner-300ml/
product,https://www.allhair.ie/joico-defy-damage-protective-shampoo-50ml/
product,https://www.allhair.ie/joico-defy-damage-protective-conditioner-50ml/
