product_id,videos,name,sku,url
1550,0,Thalgo Activ Detox (previously:  Ocea Drain) - 10 Day Detox,100153,https://www.beautyfeatures.ie/thalgo-activ-detox-ocea-drain-10-day-detox/
1552,1,Thalgo Silicium Cream 50ml,100154,https://www.beautyfeatures.ie/thalgo-silicium-cream-50ml/
1563,1,Thalgo Silicium Marin Wrinkle Lifting Serum 30ml,100164,https://www.beautyfeatures.ie/thalgo-silicium-marin-wrinkle-lifting-serum-30ml/
1571,0,Thalgo Beautifying Tonic Lotion 200ml,100172,https://www.beautyfeatures.ie/thalgo-beautifying-tonic-lotion-200ml/
1581,0,Moroccanoil - Volumising Mousse 250ml,MOR_MO0111,https://www.beautyfeatures.ie/moroccanoil-volumising-mousse-250ml/
1583,1,Color Wow Root Cover Up - Platinum Blonde,WOW_CW0001,https://www.beautyfeatures.ie/color-wow-root-cover-up-platinum-blonde/
1584,1,Color Wow Root Cover Up - Blonde,WOW_CW0002,https://www.beautyfeatures.ie/color-wow-root-cover-up-blonde/
1585,1,Color Wow Root Cover Up - Light Brown,WOW_CW0003,https://www.beautyfeatures.ie/color-wow-root-cover-up-light-brown/
1586,0,Color Wow Root Cover Up - Medium Brown,WOW_CW0004,https://www.beautyfeatures.ie/color-wow-root-cover-up-medium-brown/
1587,1,Color Wow Root Cover Up - Dark Brown,WOW_CW0005,https://www.beautyfeatures.ie/color-wow-root-cover-up-dark-brown/
1591,0,Kerastase Densifique Masque Densite Regenerating Mask - 200ml,KER_E1054100,https://www.beautyfeatures.ie/kerastase-densifique-masque-densite-regenerating-mask-200ml/
1592,0,Kerastase Densifique Bain Densite Bodifying Shampoo - 250ml,KER_E1053700,https://www.beautyfeatures.ie/kerastase-densifique-bain-densite-bodifying-shampoo-250ml/
1593,0,Kerastase Densifique Hair Density Concentrate - 30x6ml,KER_E072640,https://www.beautyfeatures.ie/kerastase-densifique-hair-density-concentrate-30x6ml/
1596,0,GLAMGLOW ThirstyMud Hydrating Treatment 50g,GLAM_GGTM001,https://www.beautyfeatures.ie/glamglow-thirstymud-hydrating-treatment-50g/
1607,0,Thalgo Ultra Hydra Marine Mask 50ml,100177,https://www.beautyfeatures.ie/thalgo-ultra-hydra-marine-mask-50ml/
1609,1,Thalgo Hydra Marine 24Hr Cream 50ml,100178,https://www.beautyfeatures.ie/thalgo-hydra-marine-24hr-cream-50ml/
1635,0,Decleor Aroma Cleanse Micellar Oil 200ml,100061,https://www.beautyfeatures.ie/decleor-aroma-cleanse-micellar-oil-200ml/
1661,0,Nourkrin Woman 60caps,43389,https://www.beautyfeatures.ie/nourkrin-woman-60caps/
1666,0,Dead Sea Bath Salts 1kg,100186,https://www.beautyfeatures.ie/dead-sea-bath-salts-1kg/
1668,0,Dead Sea Magik Brushing Salts 500g,100188,https://www.beautyfeatures.ie/dead-sea-magik-brushing-salts-500g/
1669,0,Emu Oil 55ml,EMU_11560,https://www.beautyfeatures.ie/emu-oil-55ml/
1691,0,"NHP Hair, Skin & Nail Support",NHP_6662,https://www.beautyfeatures.ie/nhp-hair-skin-nail-support/
1721,0,Kerastase Discipline Bain Fluidealiste 250ml,KER_E1023000,https://www.beautyfeatures.ie/kerastase-discipline-bain-fluidealiste-250ml/
1722,0,Kerastase Discipline Fondant Fluidealiste 200ml,KER_E1121000,https://www.beautyfeatures.ie/kerastase-discipline-fondant-fluidealiste-200ml/
1723,0,Kerastase Discipline Maskeratine 200ml,9132,https://www.beautyfeatures.ie/kerastase-discipline-maskeratine-200ml/
1748,1,AMAZING COSMETICS ® - Amazing Concealer 15ml,,https://www.beautyfeatures.ie/amazing-cosmetics-amazing-concealer-15ml/
1751,1,AMAZING COSMETICS ® - Amazing Concealer 6ml,,https://www.beautyfeatures.ie/amazing-cosmetics-amazing-concealer/
1772,1,Moroccanoil Moisture Repair Shampoo & Conditioner 500ml,MOR_MOISTURE,https://www.beautyfeatures.ie/moroccanoil-moisture-repair-shampoo-conditioner-500/
1864,1,Celebrity Slim 7 Day Starter Pack (16*55g Shakes),41558,https://www.beautyfeatures.ie/celebrity-slim-7-day-starter-pack-16-55g-shakes/
1866,0,Celebrity Slim Shakes Variety Pack 10 Days (20*55g Shakes),41580,https://www.beautyfeatures.ie/celebrity-slim-shakes-variety-pack-10-days-20-55g-shakes/
1868,0,Celebrity Slim 7 Day Assorted Shakes (14*55g),41563,https://www.beautyfeatures.ie/celebrity-slim-7-day-assorted-shakes-14-55g/
1870,0,Celebrity Slim Active Chocolate Shake 840g,43865,https://www.beautyfeatures.ie/celebrity-slim-active-chocolate-shake-840g/
1875,0,Celebrity Slim 7 Day Banana  - 14 x 55g,41565,https://www.beautyfeatures.ie/celebrity-slim-7-day-banana-14-x-55g/
1970,1,Aurora - Aurora Hair Band,AUR_01,https://www.beautyfeatures.ie/aurora-the-aurora-band-limited-edition-black-band/
2039,1,Clarins - Double Serum Luxury Size 50ml,CLA_109120,https://www.beautyfeatures.ie/clarins-double-serum-luxury-size-50ml/
2054,2,Moroccanoil Treatment Oil 125ml for the price of 100ml,MOR_MO0041,https://www.beautyfeatures.ie/moroccanoil-treatment-oil-125ml-special/
2058,1,Moroccanoil Extra Volume Shampoo & Conditioner 500ml,MOR_BUNDLE,https://www.beautyfeatures.ie/moroccanoil-extra-volume-bundle/
2061,0,Clarins Radiance Face Radiance Booster Supplement 15ml,CLA_143210,https://www.beautyfeatures.ie/clarins-radiance-plus-golden-glow-boosters-15ml/
2063,0,Kerastase Chronologiste Revitalizing Scrub 200ml,KER_E1100401,https://www.beautyfeatures.ie/kerastase-chronologiste-revitalizing-scrub-200ml/
2077,1,Moroccanoil Root Boost 250ml,MOR_P018823,https://www.beautyfeatures.ie/moroccanoil-root-boost-250ml/
2092,1,Pestle & Mortar Pure Hyaluronic Serum 30ml,PM_SERUM,https://www.beautyfeatures.ie/pestle-mortar-pure-hyaluronic-serum-30ml/
2158,1,Moroccanoil - Moisture Repair Shampoo 250ml,MOR_MO0018,https://www.beautyfeatures.ie/moroccanoil-moisture-repair-shampoo-250ml/
2159,0,Decleor Aromessence Lavandula Iris Rejuvenating Night Balm 15ml,43037,https://www.beautyfeatures.ie/decleor-aromessence-lavandula-iris-rejuvenating-night-balm-15ml/
2160,0,Kerastase Resistance Bain Therapiste 250ml,9128,https://www.beautyfeatures.ie/kerastase-resistance-bain-therapiste-shampoo-250ml/
2163,0,Kerastase Resistance Therapiste Serum 30ml,KER_E1490200,https://www.beautyfeatures.ie/kerastase-resistance-therapiste-serum-30ml/
2164,1,Color Wow Root Cover Up - Redhead,100703,https://www.beautyfeatures.ie/color-wow-root-cover-up-redhead/
2186,1,Moroccanoil Barrell Brush - 45mm,100704,https://www.beautyfeatures.ie/moroccanoil-barrell-brush-45mm/
2187,0,Decleor Baume De Nuit (Night Balm) Neroli Bigarade 15ml,100705,https://www.beautyfeatures.ie/decleor-baume-de-nuit-night-balm-neroli-bigarade-15ml/
2195,0,Decleor Cocoon Day Cream Neroli Bigarade 50ml,100743,https://www.beautyfeatures.ie/decleor-cocoon-day-cream-neroli-bigarade-50ml/
2235,1,Pestle & Mortar Hydrate Moisturiser 50ml,100878,https://www.beautyfeatures.ie/pestle-mortar-hydrate-moisturiser-50ml/
2289,0,Decleor Hydra Floral Anti-pollution Hydrating Gel Cream 50ml,4967,https://www.beautyfeatures.ie/decleor-hydra-floral-anti-pollution-hydrating-gel-cream-50ml/
2291,0,Kerastase Discipline Curl Ideal Cleansing Conditioner 400ml,4968,https://www.beautyfeatures.ie/kerastase-discipline-curl-ideal-cleansing-conditioner-400ml/
